kanji,kname,kstroke,kmeaning,kgrade,kunyomi_ja,kunyomi,onyomi_ja,onyomi,examples,radical,rad_order,rad_stroke,rad_name_ja,rad_name,rad_meaning,rad_position_ja,rad_position
灯,(keikou)tou,6,"lamp, light",4,ひ,hi,トウ,tou,"[ [ ""灯火（とうか）"", ""light"" ], [ ""灯台（とうだい）"", ""lighthouse"" ], [ ""灯油（とうゆ）"", ""lamp oil, kerosene"" ], [ ""電灯（でんとう）"", ""electric light"" ], [ ""街灯（がいとう）"", ""street light"" ], [ ""消灯（しょうとう）"", ""putting out the lights"" ], [ ""蛍光灯（けいこうとう）"", ""fluorescent lamp"" ], [ ""灯（ひ）"", ""light [n.]"" ], [ ""*提灯（ちょうちん）"", ""paper lantern"" ] ]",,111,4,ひへん,hihen,fire,へん,hen
梅,ume(boshi),10,"Japanese apricot, plum",4,うめ,ume,バイ,bai,"[ [ ""梅林（ばいりん）"", ""Japanese apricot/plum grove"" ], [ ""梅毒（ばいどく）"", ""syphilis"" ], [ ""梅雨前線（ばいうぜんせん）"", ""seasonal rain front"" ], [ ""紅梅（こうばい）"", ""red-blossomed plum tree"" ], [ ""白梅（はくばい）"", ""white-blossomed plum tree"" ], [ ""塩梅（あんばい）"", ""seasoning, condition, state"" ], [ ""梅（うめ）"", ""Japanese apricot/plum"" ], [ ""梅干し（うめぼし）"", ""dried Japanese apricot/plum"" ], [ ""梅酒（うめしゅ）"", ""Japanese apricot/plum wine"" ], [ ""*梅雨（つゆ）"", ""rainy season"" ] ]",,98,4,きへん,kihen,"tree, wood",へん,hen
博,haku(shiki),12,"extensive, doctor, broad",4,,n/a,ハク、バク,"haku, baku","[ [ ""博士（はくし）"", ""doctorate, PhD"" ], [ ""博識（はくしき）"", ""extensive knowledge"" ], [ ""博学（はくがく）"", ""erudition"" ], [ ""博物館（はくぶつかん）"", ""museum"" ], [ ""博覧会（はくらんかい）"", ""fair, exhibition, exposition"" ], [ ""博愛主義（はくあいしゅぎ）"", ""altruism"" ], [ ""万博（ばんぱく）"", ""world fair"" ], [ ""博打（ばくち）"", ""gambling"" ], [ ""*博士（はかせ）"", ""expert, learned man"" ] ]",⼗,28,2,じゅう,juu,ten,,
票,(toku)hyou,11,"vote, slip, ballot",4,,n/a,ヒョウ,hyou,"[ [ ""票（ひょう）"", ""label, ballot, vote"" ], [ ""白票（はくひょう）"", ""blank ballot, white ballot"" ], [ ""得票（とくひょう）"", ""number of votes polled"" ], [ ""一票（いっぴょう）"", ""a vote, ballot"" ], [ ""伝票（でんぴょう）"", ""sales slip, voucher"" ], [ ""住民票（じゅうみんひょう）"", ""resident's card"" ], [ ""固定票（こていひょう）"", ""solid vote, solid support"" ], [ ""浮動票（ふどうひょう）"", ""swing vote"" ], [ ""投票する（とうひょうする）"", ""cast a vote, vote"" ], [ ""開票する（かいひょうする）"", ""count votes"" ] ]",⽰,144,5,しめす,shimesu,"altar, festival, religious service",,
夫,otto,4,"husband, man laborer",4,おっと,otto,フ、フウ,"fu, fuu","[ [ ""夫妻（ふさい）"", ""man and wife, married couple"" ], [ ""夫人（ふじん）"", ""wife, Mrs, madam"" ], [ ""農夫（のうふ）"", ""peasant"" ], [ ""前夫（ぜんぷ）"", ""former husband"" ], [ ""人夫（にんぷ）"", ""coolie, carrier, laborer"" ], [ ""大丈夫（だいじょうぶ）"", ""safe, all right, O.K."" ], [ ""夫婦（ふうふ）"", ""married couple"" ], [ ""工夫（くふう）"", ""device, scheme"" ], [ ""夫（おっと）"", ""husband"" ] ]",⼤,43,3,だい,dai,"large, big",,
付,fu-tsu(ku),5,"attach, belong, apply",4,つ、つける、つく、つき、づける、づく,"tsu, tsukeru, tsuku, tsuki, zukeru, zuku",フ,fu,"[ [ ""付属品（ふぞくひん）"", ""accessory, fittings"" ], [ ""付加価値（ふかかち）"", ""added value"" ], [ ""寄付する（きふする）"", ""contribute, donate"" ], [ ""添付する（てんぷする）"", ""append, attach"" ], [ ""付く（つく）"", ""adjoin, be attached, adhere [v.i.]"" ], [ ""気付く（きづく）"", ""notice, recognize"" ], [ ""期限付き（きげんつき）"", ""with a time limit, with a deadline"" ], [ ""付ける（つける）"", ""attach, add, append [v.t.]"" ], [ ""裏付ける（うらづける）"", ""support, endorse, substantiate"" ], [ ""付け（つけ）"", ""bill, credit account"" ], [ ""１０日付け（とおかづけ）"", ""dated the 10th"" ], [ ""*受付（うけつけ）"", ""reception desk"" ] ]",⺅,11,2,にんべん,ninben,person ,へん,hen
副,fuku(sayou),11,"secondary, assistant, accompany, supplement",4,,n/a,フク,fuku,"[ [ ""副詞（ふくし）"", ""adverb"" ], [ ""副賞（ふくしょう）"", ""bonus prize"" ], [ ""副作用（ふくさよう）"", ""reaction, side effect"" ], [ ""副産物（ふくさんぶつ）"", ""by-product, spin-off"" ], [ ""副収入（ふくしゅうにゅう）"", ""additional income"" ], [ ""副社長（ふくしゃちょう）"", ""vice president (company)"" ], [ ""副大統領（ふくだいとうりょう）"", ""vice president (gov't)"" ], [ ""副次的な（ふくじてきな）"", ""secondary"" ] ]",⺉,23,2,りっとう,rittou,"knife, sword",つくり,tsukuri
粉,fun-kona,10,powder,4,こ、こな,"ko, kona",フン,fun,"[ [ ""粉末（ふんまつ）"", ""fine powder"" ], [ ""粉乳（ふんにゅう）"", ""powdered milk"" ], [ ""粉飾（ふんしょく）"", ""makeup"" ], [ ""製粉（せいふん）"", ""milling, grinding into flour"" ], [ ""花粉（かふん）"", ""pollen"" ], [ ""鉄粉（てっぷん）"", ""iron powder"" ], [ ""金粉（きんぷん）"", ""gold dust"" ], [ ""澱粉（でんぷん）"", ""starch"" ], [ ""小麦粉（こむぎこ）"", ""wheat flour"" ], [ ""粉（こな）"", ""powder"" ], [ ""粉薬（こなぐすり）"", ""powdered medicine"" ], [ ""粉々（こなごな）"", ""in very small pieces"" ] ]",,156,6,こめへん,komehen,rice,へん,hen
兵,hei(tai),7,soldier,4,,n/a,ヘイ、ヒョウ,"hei, hyou","[ [ ""兵士（へいし）"", ""soldier"" ], [ ""兵隊（へいたい）"", ""soldier, sailor"" ], [ ""兵役（へいえき）"", ""military service, conscription"" ], [ ""兵器（へいき）"", ""arms, weapons, ordinance"" ], [ ""騎兵隊（きへいたい）"", ""cavalry"" ], [ ""核兵器（かくへいき）"", ""nuclear weapons"" ], [ ""志願兵（しがんへい）"", ""volunteer soldier"" ], [ ""徴兵する（ちょうへいする）"", ""draft, enlist"" ], [ ""兵糧（ひょうろう）"", ""provisions, food"" ] ]",⼋,15,2,はち,hachi,eight,,
包,tsutsu(mu),5,"wrap, encompass",4,つつ、つつむ、つつみ,"tsutsu, tsutsumu, tsutsumi",ホウ,hou,"[ [ ""包帯（ほうたい）"", ""bandage"" ], [ ""包丁（ほうちょう）"", ""kitchen knife, carving knife"" ], [ ""包装紙（ほうそうし）"", ""wrapping paper"" ], [ ""包括的な（ほうかつてきな）"", ""comprehensive"" ], [ ""包囲する（ほういする）"", ""keep under siege, encircle"" ], [ ""包含する（ほうがんする）"", ""include, implicate"" ], [ ""包装する（ほうそうする）"", ""pack, wrap"" ], [ ""梱包する（こんぽうする）"", ""pack for shipping [v.t.]"" ], [ ""包む（つつむ）"", ""wrap up, pack"" ], [ ""包み（つつみ）"", ""bundle, package, parcel, bale"" ], [ ""小包（こづつみ）"", ""parcel, package"" ] ]",⼓,25,2,つつみがまえ,tsutsumigamae,to wrap,"かまえ, つつみがまえ","kamae, tsutsumigamae"
大,oo(kii),3,big,1,おお、おおきい,"oo, ookii",ダイ、タイ,"dai, tai","[ [ ""大学（だいがく）"", ""university"" ], [ ""大学院（だいがくいん）"", ""graduate school"" ], [ ""大体（だいたい）"", ""in general, mostly"" ], [ ""お大事に（おだいじに）"", ""take care (to a sick person)"" ], [ ""大丈夫（だいじょうぶ）"", ""safe, all right"" ], [ ""大分（だいぶ）"", ""considerably"" ], [ ""大変な（たいへんな）"", ""terrible, very"" ], [ ""大した（たいした）"", ""significant"" ], [ ""大きい（おおきい）"", ""big"" ], [ ""大阪（おおさか）"", ""Osaka"" ] ]",⼤,43,3,だい,dai,"large, big",,
浴,a(biru),10,"bathe, pour over, shower",4,あ、あびる、あびせる,"a, abiru, abiseru",ヨク,yoku,"[ [ ""浴槽（よくそう）"", ""bathtub"" ], [ ""浴室（よくしつ）"", ""bathroom, bath"" ], [ ""海水浴（かいすいよく）"", ""sea bathing, seawater bath"" ], [ ""日光浴（にっこうよく）"", ""sunbathing"" ], [ ""公衆浴場（こうしゅうよくじょう）"", ""public bathhouse"" ], [ ""入浴する（にゅうよくする）"", ""bathe [v.i.]"" ], [ ""浴びる（あびる）"", ""bathe, bask in the sun [v.t.]"" ], [ ""水浴び（みずあび）"", ""bathing in cold water"" ], [ ""浴びせる（あびせる）"", ""pour onto"" ], [ ""*浴衣（ゆかた）"", ""yukata (type of clothing)"" ] ]",⺡,76,3,さんずい,sanzui,water,へん,hen
類,(jin)rui,18,"kind, type, genus",4,,n/a,ルイ,rui,"[ [ ""類型（るいけい）"", ""type, pattern"" ], [ ""類語（るいご）"", ""synonym"" ], [ ""類人猿（るいじんえん）"", ""anthropoid"" ], [ ""種類（しゅるい）"", ""variety, kind, type, category"" ], [ ""人類（じんるい）"", ""mankind, humanity"" ], [ ""同類（どうるい）"", ""the same kind, accomplice"" ], [ ""衣類（いるい）"", ""clothes, clothing, garments"" ], [ ""親類（しんるい）"", ""relative, kin"" ], [ ""哺乳類（ほにゅうるい）"", ""mammal, mammalian"" ], [ ""類似する（るいじする）"", ""similar to [v.i.]"" ], [ ""分類する（ぶんるいする）"", ""classify"" ] ]",⾴,217,9,おおがい,oogai,"head, page",つくり,tsukuri
例,tato(eru),8,example,4,たと、たとえる,"tato, tatoeru",レイ,rei,"[ [ ""例（れい）"", ""instance, example, case"" ], [ ""例題（れいだい）"", ""example, exercise"" ], [ ""例文（れいぶん）"", ""model/example sentence"" ], [ ""例外（れいがい）"", ""exception"" ], [ ""例年（れいねん）"", ""every year, annually"" ], [ ""実例（じつれい）"", ""example, illustration, instance"" ], [ ""条例（じょうれい）"", ""regulations, rules, laws"" ], [ ""前例（ぜんれい）"", ""precedence"" ], [ ""恒例（こうれい）"", ""established practice, custom"" ], [ ""比例する（ひれいする）"", ""be proportional, correlate"" ], [ ""例える（たとえる）"", ""liken, use a simile"" ], [ ""例えば（たとえば）"", ""for example"" ] ]",⺅,11,2,にんべん,ninben,person ,へん,hen
歴,(gaku)reki,14,"personal history, passing of time",4,,n/a,レキ,reki,"[ [ ""歴史（れきし）"", ""history"" ], [ ""学歴（がくれき）"", ""academic background"" ], [ ""職歴（しょくれき）"", ""work experience, work history"" ], [ ""経歴（けいれき）"", ""personal history, career"" ], [ ""病歴（びょうれき）"", ""clinical history"" ], [ ""遍歴（へんれき）"", ""travels, pilgrimage, itinerancy"" ], [ ""履歴書（りれきしょ）"", ""curriculum vitae, resume"" ], [ ""逮捕歴（たいほれき）"", ""criminal record"" ], [ ""歴然たる（れきぜんたる）"", ""plain, distinct, clear"" ], [ ""歴任する（れきにんする）"", ""hold posts consecutively [v.t.]"" ] ]",⽌,100,4,とめる,tomeru,to stop,,
録,(moku)roku,16,record,4,,n/a,ロク,roku,"[ [ ""目録（もくろく）"", ""catalogue, catalog"" ], [ ""付録（ふろく）"", ""appendix, supplement"" ], [ ""語録（ごろく）"", ""analects, sayings"" ], [ ""会議録（かいぎろく）"", ""minutes, proceedings"" ], [ ""録音する（ろくおんする）"", ""record [v.t.]"" ], [ ""録画する（ろくがする）"", ""videotape [v.t.]"" ], [ ""記録する（きろくする）"", ""record, document [v.t.]"" ], [ ""収録する（しゅうろくする）"", ""record [v.t.]"" ], [ ""登録する（とうろくする）"", ""register"" ] ]",,206,8,かねへん,kanehen,"metal, gold, mineral",へん,hen
因,in(nen),6,"cause, depend, be limited",5,よる、よ,"yoru, yo",イン,in,"[ [ ""因子（いんし）"", ""factor, element"" ], [ ""因数（いんすう）"", ""factor (math)"" ], [ ""因縁（いんねん）"", ""fate, destiny"" ], [ ""因果関係（いんがかんけい）"", ""causal relationship, nexus"" ], [ ""死因（しいん）"", ""cause of death"" ], [ ""原因（げんいん）"", ""cause, origin, source"" ], [ ""因る（よる）"", ""come from, be due to"" ] ]",⼞,36,3,くにがまえ,kunigamae,"border, territorial boundaries","かまえ, くにがまえ","kamae, kunigamae"
永,ei(kyuu),5,"eternal, long, forever",5,なが、ながい,"naga, nagai",エイ,ei,"[ [ ""永遠（えいえん）"", ""eternity, permanence"" ], [ ""永久（えいきゅう）"", ""eternity, permanence"" ], [ ""永眠する（えいみんする）"", ""sleep eternally, pass away"" ], [ ""永住する（えいじゅうする）"", ""reside permanently"" ], [ ""永続する（えいぞくする）"", ""continue for a long time"" ], [ ""永い（ながい）"", ""long, lengthy"" ], [ ""永年（ながねん）"", ""long time, many years"" ], [ ""末永く（すえながく）"", ""forever"" ] ]",⽔,109,4,みず,mizu,water,,
液,eki(tai),11,"liquid, fluid",5,,n/a,エキ,eki,"[ [ ""液（えき）"", ""liquid, fluid"" ], [ ""液体（えきたい）"", ""liquid, fluid"" ], [ ""液状（えきじょう）"", ""liquid state"" ], [ ""廃液（はいえき）"", ""liquid waste"" ], [ ""血液（けつえき）"", ""blood"" ], [ ""乳液（にゅうえき）"", ""latex, milky lotion, milky liquid"" ], [ ""唾液（だえき）"", ""saliva, sputum"" ], [ ""消毒液（しょうどくえき）"", ""antiseptic solution"" ], [ ""液化する（えきかする）"", ""liquidize [v.i., v.t.]"" ] ]",⺡,76,3,さんずい,sanzui,water,へん,hen
往,ou(fukusuru),8,"go on, proceed",5,,n/a,オウ,ou,"[ [ ""往年（おうねん）"", ""former, one-time, years ago"" ], [ ""往来（おうらい）"", ""comings and goings, traffic"" ], [ ""往復する（おうふくする）"", ""make a round trip"" ], [ ""往診する（おうしんする）"", ""make a house call"" ], [ ""往生する（おうじょうする）"", ""die peacefully, be in a fix"" ], [ ""右往左往する（うおうさおうする）"", ""go every which way"" ], [ ""立ち往生する（たちおうじょうする）"", ""be brought to a standstill [v.i.]"" ] ]",⼻,70,3,ぎょうにんべん,gyouninben,"step, stride, street, to go",へん,hen
桜,sakura(nbou),10,cherry,5,さくら,sakura,オウ,ou,"[ [ ""桜桃（おうとう）"", ""cherry"" ], [ ""桜（さくら）"", ""cherry tree or blossom, decoy"" ], [ ""桜ん坊（さくらんぼ）"", ""cherry"" ], [ ""山桜（やまざくら）"", ""wild cherry tree or blossoms"" ], [ ""八重桜（やえざくら）"", ""double-flowered cherry tree"" ] ]",,98,4,きへん,kihen,"tree, wood",へん,hen
四,4,5,four,1,よ、よん,"yo, yon",シ,shi,"[ [ ""四月（しがつ）"", ""April"" ], [ ""四角（しかく）"", ""square"" ], [ ""四国（しこく）"", ""Shikoku"" ], [ ""四季（しき）"", ""four seasons"" ], [ ""四時（よじ）"", ""4 o'clock"" ], [ ""四つ角（よつかど）"", ""crossroads"" ], [ ""四つ（よっつ）"", ""4 (objects)"" ], [ ""四日（よっか）"", ""4 days, 4th of the month"" ], [ ""四回（よんかい）"", ""4 times"" ] ]",⼞,36,3,くにがまえ,kunigamae,"border, territorial boundaries","かまえ, くにがまえ","kamae, kunigamae"
恩,on(shi),10,"grace, favor, debt of gratitude",5,,n/a,オン,on,"[ [ ""恩（おん）"", ""debt of gratitude"" ], [ ""恩恵（おんけい）"", ""grace, favor, blessing, benefit"" ], [ ""恩人（おんじん）"", ""benefactor, patron"" ], [ ""恩義（おんぎ）"", ""debt of gratitude"" ], [ ""恩師（おんし）"", ""one's honored teacher"" ], [ ""恩返し（おんがえし）"", ""repayment of a favor"" ], [ ""恩知らず（おんしらず）"", ""ungrateful person"" ], [ ""謝恩会（しゃおんかい）"", ""thank-you party"" ] ]",⼼,80,4,こころ,kokoro,"heart, mind, spirit",,
河,(uo)ga(shi),8,river,5,かわ,kawa,カ,ka,"[ [ ""河川（かせん）"", ""rivers and streams"" ], [ ""河口（かこう）"", ""mouth of river, estuary"" ], [ ""運河（うんが）"", ""canal, waterway"" ], [ ""銀河（ぎんが）"", ""Milky Way, galaxy"" ], [ ""大河（たいが）"", ""large river"" ], [ ""魚河岸（うおがし）"", ""riverside fish market"" ], [ ""河（かわ）"", ""river, stream"" ], [ ""河底（かわぞこ）"", ""river bed"" ], [ ""河原（かわら）"", ""dry river bed, river beach"" ], [ ""*河豚（ふぐ）"", ""fugu, blowfish"" ] ]",⺡,76,3,さんずい,sanzui,water,へん,hen
過,su(giru),12,"pass by, exceed, spend (time), err",5,す、すぎる、すごす、あやま、あやまつ、あやまち,"su, sugiru, sugosu, ayama, ayamatsu, ayamachi",カ,ka,"[ [ ""過去（かこ）"", ""the past, bygone days"" ], [ ""過程（かてい）"", ""process [n.]"" ], [ ""過労死（かろうし）"", ""death from overwork"" ], [ ""過渡期（かとき）"", ""transition period"" ], [ ""過保護（かほご）"", ""excessive care"" ], [ ""過剰な（かじょうな）"", ""excessive"" ], [ ""経過する（けいかする）"", ""pass (time) [v.i.]"" ], [ ""通過する（つうかする）"", ""pass through [v.t.]"" ], [ ""過ぎる（すぎる）"", ""pass, go beyond [v.i.]"" ], [ ""過ごす（すごす）"", ""pass time [v.t.]"" ], [ ""過つ（あやまつ）"", ""err"" ], [ ""過ち（あやまち）"", ""fault, error, indiscretion"" ] ]",⻌,72,3,しんにょう,shinnyou,"road, walk, to advance",にょう,nyou
