ka_utf;kname;meaning;kstroke;onyomi_ja;onyomi;kunyomi_ja;kunyomi;grade;examples;dick;dicn;rad_utf;rad_order;rad_name_ja;rad_name;rad_meaning;rad_stroke;rad_position_ja;rad_position
居;kyo-i(ru);reside, exist;8;キョ;kyo;い、いる、お、おる;i, iru, o, oru;5;"[ [ ""居住地（きょじゅうち）"", ""residence, address"" ], [ ""住居（じゅうきょ）"", ""house, residence"" ], [ ""皇居（こうきょ）"", ""Imperial Palace"" ], [ ""入居する（にゅうきょする）"", ""move in"" ], [ ""転居する（てんきょする）"", ""move, change residence"" ], [ ""同居する（どうきょする）"", ""live together"" ], [ ""別居する（べっきょする）"", ""separate (from spouse)"" ], [ ""居る（いる）"", ""be, exist"" ], [ ""居間（いま）"", ""living room"" ], [ ""居眠り（いねむり）"", ""nap"" ], [ ""居留守（いるす）"", ""pretend to be out"" ], [ ""居る（おる）"", ""be, exist [hum.]"" ] ]";1959;1387;⼫;53;しかばね;shikabane;corpse, awning;3;たれ;tare
移;i-utsu(su);shift, move, transfer;11;イ;i;うつ、うつす、うつる;utsu, utsusu, utsuru;5;"[ [ ""移民（いみん）"", ""immigrant"" ], [ ""移動する（いどうする）"", ""move, transfer, migrate"" ], [ ""移転する（いてんする）"", ""move, move house"" ], [ ""移植する（いしょくする）"", ""transplant, graft [v.t.]"" ], [ ""移籍する（いせきする）"", ""change family or team"" ], [ ""移住する（いじゅうする）"", ""migrate, immigrate, emigrate"" ], [ ""転移する（てんいする）"", ""spread, metastasize"" ], [ ""移る（うつる）"", ""move, spread, transfer [v.i.]"" ], [ ""移す（うつす）"", ""move, spread, transfer [v.t.]"" ] ]";798;3282;⽲;145;のぎへん;nogihen;grain;5;へん;hen
努;do-tsuto(meru);exert, make efforts, strive;7;ド;do;つと、つとめる、つとめて;tsuto, tsutomeru, tsutomete;4;"[ [ ""努力家（どりょくか）"", ""hard worker"" ], [ ""努力賞（どりょくしょう）"", ""awarded for a person's effort"" ], [ ""努力する（どりょくする）"", ""exert oneself, strive"" ], [ ""努める（つとめる）"", ""work, strive, exert oneself"" ] ]";1618;717;⼒;24;ちから;chikara;power;2;;
折;setsu-o(reru);break off, fold, bend;7;セツ;setsu;お、おる、おり、おれる;o, oru, ori, oreru;4;"[ [ ""和洋折衷（わようせっちゅう）"", ""blend of Japanese and Western"" ], [ ""紆余曲折（うよきょくせつ）"", ""twists and turns, ups and downs"" ], [ ""右折する（うせつする）"", ""turn right"" ], [ ""左折する（させつする）"", ""turn left"" ], [ ""屈折する（くっせつする）"", ""bend, refract, distort"" ], [ ""骨折する（こっせつする）"", ""break a bone"" ], [ ""折る（おる）"", ""break, fold [v.t.]"" ], [ ""折り紙（おりがみ）"", ""origami"" ], [ ""折れる（おれる）"", ""break, be folded, give in [v.i.]"" ], [ ""折（おり）"", ""an occasion, a chance"" ] ]";189;1855;⺘;77;てへん;tehen;hand;3;へん;hen
欠;ketsu-ka(keru);lack;4;ケツ;ketsu;か、かける、かく、かかす;ka, kakeru, kaku, kakasu;4;"[ [ ""欠員（けついん）"", ""vacancy, vacant position"" ], [ ""欠点（けってん）"", ""faults, defect, weakness"" ], [ ""欠陥（けっかん）"", ""defect, fault, deficiency"" ], [ ""出欠（しゅっけつ）"", ""presence or absence"" ], [ ""補欠（ほけつ）"", ""substitute, spare, alternate"" ], [ ""不可欠な（ふかけつな）"", ""indispensable, essential"" ], [ ""欠席する（けっせきする）"", ""be absent, not attend"" ], [ ""欠乏する（けつぼうする）"", ""be short of, lack, want"" ], [ ""欠如する（けつじょする）"", ""be short of, lack, want"" ], [ ""欠ける（かける）"", ""be lacking, be chipped [v.i.]"" ], [ ""欠く（かく）"", ""be short of, lack, neglect [v.t.]"" ], [ ""欠かせない（かかせない）"", ""indispensable"" ] ]";1255;2412;⽋;99;あくび;akubi;to lack, yawn;4;;
買;bai-ka(u);buy;12;バイ;bai;か、かう;ka, kau;2;"[ [ ""買収する（ばいしゅうする）"", ""purchase, buy, bribe"" ], [ ""売買する（ばいばいする）"", ""trade"" ], [ ""購買（こうばい）"", ""purchasing"" ], [ ""買う（かう）"", ""buy"" ], [ ""買い物（かいもの）"", ""shopping"" ], [ ""買い手（かいて）"", ""buyer"" ] ]";1662;3637;⾙;187;かい;kai;shell, property, wealth;7;;
皆;mina;all;9;カイ;kai;みな;mina;n/a;"[ [ ""皆目（かいもく）"", ""entirely, completely"" ], [ ""皆無（かいむ）"", ""nothing, none"" ], [ ""皆勤（かいきん）"", ""perfect attendance"" ], [ ""皆既食（かいきしょく）"", ""total eclipse"" ], [ ""皆さん（みなさん）"", ""all, everyone"" ], [ ""*皆（みな/みんな）"", ""everyone"" ] ]";1581;2471;⽩;133;しろ;shiro;white;5;;
虫;mushi;insect, bug;6;チュウ;chuu;むし;mushi;1;"[ [ ""虫害（ちゅうがい）"", ""insect damage"" ], [ ""昆虫（こんちゅう）"", ""insect, bug"" ], [ ""防虫（ぼうちゅう）"", ""pesticide"" ], [ ""害虫（がいちゅう）"", ""harmful insect, noxious insect"" ], [ ""殺虫剤（さっちゅうざい）"", ""insecticide, pesticide"" ], [ ""寄生虫（きせいちゅう）"", ""parasite"" ], [ ""虫（むし）"", ""insect"" ], [ ""虫歯（むしば）"", ""(tooth) cavity"" ], [ ""毛虫（けむし）"", ""caterpillar"" ], [ ""水虫（みずむし）"", ""athlete's foot"" ], [ ""弱虫（よわむし）"", ""coward, weakling"" ], [ ""泣き虫（なきむし）"", ""crybaby, blubberer"" ] ]";2199;4115;⾍;174;むし;mushi;worm, insect, bug;6;;
歯;shi-ha;tooth;12;シ;shi;は;ha;3;"[ [ ""歯科医（しかい）"", ""dentist"" ], [ ""永久歯（えいきゅうし）"", ""permanent tooth"" ], [ ""乳歯（にゅうし）"", ""milk tooth, first set of teeth"" ], [ ""歯（は）"", ""tooth"" ], [ ""歯車（はぐるま）"", ""gear, cog"" ], [ ""歯医者（はいしゃ）"", ""dentist"" ], [ ""歯ブラシ（はブラシ）"", ""toothbrush"" ], [ ""歯磨き（はみがき）"", ""brushing (one's ) teeth"" ], [ ""歯止め（はどめ）"", ""brake [n.]"" ], [ ""虫歯（むしば）"", ""(tooth) cavity"" ] ]";1603;5428;⻭;235;は;ha;tooth;12;;
圧;atsu(ryoku);pressure;5;アツ;atsu;;n/a;5;"[ [ ""圧力（あつりょく）"", ""stress, pressure"" ], [ ""圧巻（あっかん）"", ""best part of a book, masterpiece"" ], [ ""気圧（きあつ）"", ""atmospheric pressure"" ], [ ""血圧（けつあつ）"", ""blood pressure"" ], [ ""電圧（でんあつ）"", ""voltage"" ], [ ""圧倒的な（あっとうてきな）"", ""overwhelming"" ], [ ""圧迫する（あっぱくする）"", ""pressure, coerce, oppress"" ], [ ""圧倒する（あっとうする）"", ""overwhelm, overpower"" ], [ ""圧勝する（あっしょうする）"", ""win a sweeping victory"" ], [ ""圧縮する（あっしゅくする）"", ""compress, condense"" ], [ ""弾圧する（だんあつする）"", ""oppress, suppress"" ] ]";1883;818;⼟;37;つち;tsuchi;earth;3;;
転;koro(bu);turn, roll over, fall down;11;テン;ten;ころ、ころがる、ころげる、ころがす、ころぶ;koro, korogaru, korogeru, korogasu, korobu;3;"[ [ ""転機（てんき）"", ""turning point"" ], [ ""自転車（じてんしゃ）"", ""bicycle"" ], [ ""転倒する（てんとうする）"", ""tumble, fall down"" ], [ ""転換する（てんかんする）"", ""convert, divert, change"" ], [ ""転職する（てんしょくする）"", ""change occupations"" ], [ ""回転する（かいてんする）"", ""rotate"" ], [ ""運転する（うんてんする）"", ""operate, drive"" ], [ ""好転する（こうてんする）"", ""change for the better"" ], [ ""逆転する（ぎゃくてんする）"", ""reverse, turn around"" ], [ ""転がす（ころがす）"", ""roll [v.t.]"" ], [ ""転がる（ころがる）"", ""roll, tumble, fall down [v.i.]"" ], [ ""転ぶ（ころぶ）"", ""fall down [v.i.]"" ] ]";995;4615;;196;くるまへん;kurumahen;vehicle, wheel, car;7;へん;hen
遺;yui(gon);leave behind;15;イ、ユイ;i, yui;;n/a;6;"[ [ ""遺産（いさん）"", ""inheritance, bequest"" ], [ ""遺族（いぞく）"", ""bereaved family"" ], [ ""遺骨（いこつ）"", ""remains, ashes of deceased"" ], [ ""遺伝（いでん）"", ""hereditary, genetic [n.]"" ], [ ""遺品（いひん）"", ""articles of the deceased"" ], [ ""遺憾な（いかんな）"", ""regrettable, unsatisfactory"" ], [ ""遺失物（いしつぶつ）"", ""lost article"" ], [ ""後遺症（こういしょう）"", ""after-effect (of illness)"" ], [ ""遺言（ゆいごん）"", ""will, testament, last request"" ] ]";2023;4745;⻌;72;しんにょう;shinnyou;road, walk, to advance;3;にょう;nyou
冗;jou(chouna);redundant, superfluous;4;ジョウ;jou;;n/a;n/a;"[ [ ""冗談（じょうだん）"", ""joke"" ], [ ""冗長な（じょうちょうな）"", ""tedious, verbose, redundancy"" ] ]";1250;625;⼍;18;わかんむり;wakanmuri;cover, crown;2;かんむり;kanmuri
皮;hi-kawa;skin, hide, rind, leather, bark;5;ヒ;hi;かわ;kawa;3;"[ [ ""皮膚（ひふ）"", ""skin [n.]"" ], [ ""皮肉（ひにく）"", ""cynicism, sarcasm, irony, satire"" ], [ ""皮相（ひそう）"", ""superficial"" ], [ ""皮下注射（ひかちゅうしゃ）"", ""hypodermic injection"" ], [ ""樹皮（じゅひ）"", ""bark"" ], [ ""脱皮する（だっぴする）"", ""molt, shed, emerge"" ], [ ""皮（かわ）"", ""skin, hide, leather, fur, pelt, bark"" ], [ ""毛皮（けがわ）"", ""fur, skin, pelt"" ] ]";1923;3109;⽪;135;けがわ;kegawa;skin, hide;5;;
肉;niku;flesh, meat;6;ニク;niku;;n/a;2;"[ [ ""肉屋（にくや）"", ""butcher [n.]"" ], [ ""肉食（にくしょく）"", ""meat-eating, carnivorous"" ], [ ""肉体（にくたい）"", ""body, flesh"" ], [ ""肉親（にくしん）"", ""blood relative"" ], [ ""肉眼（にくがん）"", ""naked eye"" ], [ ""肉筆（にくひつ）"", ""one's own handwriting"" ], [ ""皮肉（ひにく）"", ""cynicism, sarcasm, irony, satire"" ], [ ""牛肉（ぎゅうにく）"", ""beef"" ], [ ""豚肉（ぶたにく）"", ""pork"" ], [ ""鳥肉（とりにく）"", ""chicken meat"" ], [ ""筋肉（きんにく）"", ""muscle, sinew"" ], [ ""挽き肉（ひきにく）"", ""minced, ground meat"" ] ]";2042;3724;⾁;165;にく;niku;flesh, meat;6;;
怪;aya(shimu);mysterious, strange, doubt;8;カイ、ケ;kai, ke;あや、あやしい、あやしむ;aya, ayashii, ayashimu;n/a;"[ [ ""怪獣（かいじゅう）"", ""monster"" ], [ ""怪物（かいぶつ）"", ""monster"" ], [ ""怪談（かいだん）"", ""ghost story"" ], [ ""妖怪（ようかい）"", ""monstrous creature, hobgoblin"" ], [ ""怪事件（かいじけん）"", ""unsolved mystery"" ], [ ""怪奇な（かいきな）"", ""bizarre, strange"" ], [ ""怪我（けが）"", ""injury"" ], [ ""怪しい（あやしい）"", ""suspicious, dubious, doubtful"" ], [ ""怪しむ（あやしむ）"", ""suspect [v.t.]"" ] ]";220;1665;⺖;79;りっしんべん;risshinben;heart, mind, spirit;3;へん;hen
売;bai-u(ru);sell;7;バイ;bai;う、うる;u, uru;2;"[ [ ""売買する（ばいばいする）"", ""trade"" ], [ ""商売する（しょうばいする）"", ""do business"" ], [ ""発売する（はつばいする）"", ""put a product on the market"" ], [ ""売店（ばいてん）"", ""shop, kiosk"" ], [ ""売る（うる）"", ""sell"" ], [ ""売り切れ（うりきれ）"", ""sold-out"" ], [ ""売り場（うりば）"", ""sales floor"" ] ]";1391;1067;;39,5;さむらいかんむり;samuraikanmuri;man, scholar, samurai;3;かんむり;kanmuri
系;kei(retsu);system, lineage;7;ケイ;kei;;n/a;6;"[ [ ""系統（けいとう）"", ""system, genealogy, phylogeny"" ], [ ""系列（けいれつ）"", ""order, succession, series"" ], [ ""系図（けいず）"", ""family tree, pedigree, genealogy"" ], [ ""体系（たいけい）"", ""system, organization"" ], [ ""直系（ちょっけい）"", ""direct descent, direct line"" ], [ ""家系（かけい）"", ""family lineage"" ], [ ""日系人（にっけいじん）"", ""person of Japanese descent"" ] ]";1236;195;⽷;157;いと;ito;thread;6;;
統;tou(itsu);unite, interconnected system, govern, control;12;トウ;tou;す、すべる、すべて;su, suberu, subete;5;"[ [ ""統計（とうけい）"", ""statistics"" ], [ ""統率力（とうそつりょく）"", ""leadership, generalship"" ], [ ""伝統（でんとう）"", ""tradition, convention"" ], [ ""系統（けいとう）"", ""system, genealogy, phylogeny"" ], [ ""血統（けっとう）"", ""lineage, pedigree, family line"" ], [ ""大統領（だいとうりょう）"", ""president, head of state"" ], [ ""正統派（せいとうは）"", ""orthodox school"" ], [ ""統制する（とうせいする）"", ""regulate, control"" ], [ ""統治する（とうちする）"", ""rule, reign, govern"" ], [ ""統一する（とういつする）"", ""unite, consolidate"" ], [ ""統合する（とうごうする）"", ""integrate, unify, synthesize"" ], [ ""統べる（すべる）"", ""control, supervise"" ] ]";916;3536;;158;いとへん;itohen;thread;6;へん;hen
鳥;(haku)chou;bird, fowl, poultry;11;チョウ;chou;とり;tori;2;"[ [ ""鳥類（ちょうるい）"", ""birds, avian"" ], [ ""野鳥（やちょう）"", ""wild bird"" ], [ ""白鳥（はくちょう）"", ""swan"" ], [ ""益鳥（えきちょう）"", ""beneficial bird"" ], [ ""一石二鳥（いっせきにちょう）"", ""killing two birds with one stone"" ], [ ""七面鳥（しちめんちょう）"", ""turkey"" ], [ ""鳥（とり）"", ""bird, fowl, poultry"" ], [ ""鳥居（とりい）"", ""torii, gateway to a Shinto shrine"" ], [ ""鳥肉（とりにく）"", ""chicken meat"" ], [ ""渡り鳥（わたりどり）"", ""migratory bird, bird of passage"" ] ]";2083;5340;⿃;230;とり;tori;bird;11;;
県;ken(chiji);prefecture;9;ケン;ken;;n/a;3;"[ [ ""県（けん）"", ""prefecture"" ], [ ""県庁（けんちょう）"", ""prefectural office"" ], [ ""県民（けんみん）"", ""citizens of a prefecture"" ], [ ""県立（けんりつ）"", ""prefecturally run"" ], [ ""県道（けんどう）"", ""prefectural road"" ], [ ""県知事（けんちじ）"", ""prefectural governor"" ], [ ""広島県（ひろしまけん）"", ""Hiroshima prefecture"" ] ]";1687;1362;⽬;137;め;me;eye;5;;
尺;(is)shaku;shaku (unit of length, about 30 cm), measure;4;シャク;shaku;;n/a;6;"[ [ ""尺八（しゃくはち）"", ""bamboo flute, fellatio"" ], [ ""尺度（しゃくど）"", ""linear measure, scale"" ], [ ""一尺（いっしゃく）"", ""one shaku, approx. 30 cm"" ], [ ""縮尺（しゅくしゃく）"", ""reduced scale"" ], [ ""巻き尺（まきじゃく）"", ""measure"" ] ]";2146;1377;⼫;53;しかばね;shikabane;corpse, awning;3;たれ;tare
収;shuu(nousuru);take in, obtain, collect;4;シュウ;shuu;おさ、おさめる、おさまる;osa, osameru, osamaru;6;"[ [ ""収入（しゅうにゅう）"", ""income, receipts, revenue"" ], [ ""収支（しゅうし）"", ""income and expenditure"" ], [ ""月収（げっしゅう）"", ""monthly income"" ], [ ""年収（ねんしゅう）"", ""annual income"" ], [ ""領収書（りょうしゅうしょ）"", ""receipt"" ], [ ""収穫する（しゅうかくする）"", ""harvest, gather in, reap"" ], [ ""収集する（しゅうしゅうする）"", ""collect, gather, accumulate"" ], [ ""収拾する（しゅうしゅうする）"", ""get under control, handle"" ], [ ""吸収する（きゅうしゅうする）"", ""absorb, assimilate, suck in"" ], [ ""買収する（ばいしゅうする）"", ""buy, purchase, bribe"" ], [ ""収める（おさめる）"", ""pay, deliver, store, keep"" ], [ ""収まる（おさまる）"", ""fall into place, settle down"" ] ]";17;860;⼜;33;また;mata;again, right hand;2;;
穫;(shuu)kaku;harvest;18;カク;kaku;;n/a;n/a;"[ [ ""収穫高（しゅうかくだか）"", ""crop yield"" ], [ ""収穫期（しゅうかくき）"", ""harvest time"" ], [ ""収穫する（しゅうかくする）"", ""harvest, gather in, reap"" ] ]";844;3309;⽲;145;のぎへん;nogihen;grain;5;へん;hen
肥;ko(yasu);fatten, fertilize;8;ヒ;hi;こ、こえ、こえる、こやす、こやし;ko, koe, koeru, koyasu, koyashi;5;"[ [ ""肥満（ひまん）"", ""corpulence, obesity"" ], [ ""肥料（ひりょう）"", ""manure, fertilizer"" ], [ ""堆肥（たいひ）"", ""compost"" ], [ ""肥大する（ひだいする）"", ""swell, grow fat"" ], [ ""肥やす（こやす）"", ""fertilize, fatten [v.t.]"" ], [ ""肥やし（こやし）"", ""manure, dung, fertilizer"" ], [ ""肥える（こえる）"", ""grow fat, grow fertile [v.i.]"" ], [ ""肥（こえ）"", ""manure, dung, fertilizer"" ] ]";592;3740;;96;にくづき;nikuzuki;meat, flesh;4;;
草;kusa(ki);grass;9;ソウ;sou;くさ;kusa;1;"[ [ ""草原（そうげん）"", ""grass-covered plain, grasslands"" ], [ ""草食（そうしょく）"", ""herbivorous"" ], [ ""草稿（そうこう）"", ""notes, draft, manuscript"" ], [ ""草案（そうあん）"", ""draft"" ], [ ""雑草（ざっそう）"", ""weed"" ], [ ""野草（やそう）"", ""wild grasses, wildflowers"" ], [ ""海草（かいそう）"", ""seaweed"" ], [ ""除草剤（じょそうざい）"", ""herbicide"" ], [ ""草（くさ）"", ""grass"" ], [ ""草分け（くさわけ）"", ""pioneer, trailblazer"" ], [ ""*草履（ぞうり）"", ""zori, straw sandals"" ], [ ""*煙草（たばこ）"", ""tobacco"" ] ]";1450;3939;⺾;71;くさかんむり;kusakanmuri;grass;3;かんむり;kanmuri
